Date,Open,High,Low,Close,Volume
1/7/2019,27378.65,27477.8,27279.55,27304.55,161026470
1/8/2019,27301.9,27542.4,27161.95,27509.5,150550286
1/9/2019,27651.25,27754.45,27409.5,27720.4,199818392
1/10/2019,27713.55,27713.55,27488.2,27528.55,139266179
1/11/2019,27602.8,27612.45,27382.45,27453.9,116552104
1/14/2019,27389.2,27389.8,27182.2,27248.25,212863498
1/15/2019,27317.55,27447.55,27317.1,27400.75,161396521
1/16/2019,27405.65,27554.75,27403.05,27483.7,183688179
1/17/2019,27568.6,27611.55,27335.15,27528.75,212321274
1/18/2019,27550.05,27576.45,27410.65,27456.7,129067258
1/21/2019,27514.55,27622.2,27388.5,27533.6,128881764
1/22/2019,27526.55,27533.35,27385.4,27482.25,138997867
1/23/2019,27493.1,27564.7,27189.6,27250.75,126935738
1/24/2019,27273.5,27342.35,27142.8,27266.4,210279603
1/25/2019,27261.45,27433.55,27045.2,27115.3,284535180
1/28/2019,27041.45,27134.2,26587.95,26653.05,181836992
1/29/2019,26616.25,26743.85,26441.55,26573.4,194369347
1/30/2019,26789.75,26916.25,26693.7,26825.5,249270714
1/31/2019,26969.15,27325.05,26891.05,27295.45,306292995
2/1/2019,27334.55,27533.05,26930.45,27085.95,238794913
2/4/2019,26974,27243.8,26825.55,27186.6,173078574
2/5/2019,27226.05,27348.25,27153.2,27271.7,189860429
2/6/2019,27326.2,27428.65,27294.1,27402.35,164747849
2/7/2019,27424.1,27589.75,27322.95,27387.15,156626117
2/8/2019,27302.65,27482.1,27221.25,27294.4,142258447
2/11/2019,27240.5,27305.9,27151.55,27227.8,117311228
2/12/2019,27166.9,27286.65,26988.9,27010.75,117431255
2/13/2019,27068.85,27108,26839.05,26885.4,112116513
2/14/2019,26978,27030,26818.05,26970.6,374943572
2/15/2019,27017.2,27029.95,26635.25,26794.25,252673681
2/18/2019,26754.6,26829.95,26617.7,26654.25,175449436
2/19/2019,26666.55,26996.45,26625.6,26684.85,129759984
2/20/2019,26786,26985.5,26732.65,26955.5,130711905
2/21/2019,26994.75,27100.9,26973,27052.4,148275410
2/22/2019,26960.05,26997.35,26847.8,26867.55,221450091
2/25/2019,26934.2,27197.1,26932.65,27159.25,141100629
2/26/2019,26853.8,27127.25,26736.6,26952.95,201083249
2/27/2019,27078.1,27189.45,26719.4,26799.3,193745424
2/28/2019,26878,26920.5,26762.55,26789.9,191588675
3/1/2019,26941,27076.55,26928.9,27043.9,189425878
3/5/2019,27068.15,27580.75,26958.1,27554.05,207435129
3/6/2019,27618.1,27681.65,27492.05,27625.65,179778089
3/7/2019,27661,27815.5,27560,27764.6,208017462
3/8/2019,27686.15,27811.35,27645.4,27761.8,140524297
3/11/2019,27840.1,28035.6,27791.25,27966.65,148235712
3/12/2019,28168.2,28488.1,28142.25,28443.7,184260495
3/13/2019,28480.3,28927.7,28353.65,28884.3,206998023
3/14/2019,29028.9,29070.35,28819.75,28923.1,187139544
3/15/2019,29007,29520.7,28990.85,29381.45,296217360
3/18/2019,29521.6,29812,29361.65,29596.1,185741004
3/19/2019,29702.6,29799.75,29547.7,29767.85,222296391
3/20/2019,29769.65,29885.2,29633.5,29832.2,194921072
3/22/2019,29920.75,30008.1,29508.7,29582.5,219823784
3/25/2019,29329.4,29329.4,29156.25,29281.2,132018394
3/26/2019,29300.4,29950.15,29278.5,29882.15,131212876
3/27/2019,30034.15,30262.55,29790.25,30019.8,260544922
3/28/2019,30064.8,30496.05,29969.1,30420.55,292110701
3/29/2019,30480.35,30499.15,30235.9,30426.8,219687116
4/1/2019,30537.6,30648.1,30218.35,30326.5,224440509
4/2/2019,30450.1,30452.9,30155.85,30354.25,196482019
4/3/2019,30440.85,30602.55,30036.25,30093.3,193071867
4/4/2019,30147.3,30245.7,29809.9,29904.9,199631082
4/5/2019,30002.85,30174,29850,30084.65,154141037
4/8/2019,30201.5,30232.05,29716.6,29845.3,147201421
4/9/2019,29901.5,30165.05,29703.55,30113.85,165462138
4/10/2019,29916.6,30155.75,29768.1,29803.5,165250173
4/11/2019,29841.85,29852.25,29640.25,29786.1,108247929
4/12/2019,29780.55,30000.95,29707,29938.55,104858970
4/15/2019,29983.5,30163.1,29919.1,30104.25,90613632
4/16/2019,30236.25,30590.95,30228.2,30531.35,117822281
4/18/2019,30656.5,30669.8,30142.2,30223.4,141697748
4/22/2019,30282.5,30289.9,29647.55,29687.95,132778018
4/23/2019,29761.95,29906.5,29455.45,29479.7,145857126
4/24/2019,29550.5,29914.85,29435.05,29860.8,129529258
4/25/2019,29927.05,30057.7,29511.95,29561.35,201016367
4/26/2019,29764.85,30048.2,29563.15,30013.5,158188658
4/30/2019,29920.4,29920.4,29550.05,29764.8,362563145
5/2/2019,29699.8,29919.35,29638.8,29708.6,242309997
5/3/2019,29811.65,30121.75,29795.1,29954.15,181379119
5/6/2019,29626.5,29757.4,29528.6,29618.45,188230212
5/7/2019,29749.55,29835.5,29244.25,29288.2,180581999
5/8/2019,29261.3,29261.3,28951.35,28994.4,179421775
5/9/2019,28893.95,29040.3,28784.65,28884.6,206029474
5/10/2019,28927.6,29202.85,28900.1,29040.5,223514610
5/13/2019,29026.65,29049.05,28621.1,28659.95,253600119
5/14/2019,28718.75,29058.3,28582.6,28829.2,256593306
5/15/2019,28925.45,28983.15,28555.15,28616.45,218778407
5/16/2019,28625.9,28947.6,28525.45,28855.3,189440058
5/17/2019,28881.4,29559.45,28856,29450.15,257111157
5/20/2019,30230.4,30827.85,30111.2,30759.7,321102950
5/21/2019,30862.1,30926.7,30265.1,30308.4,216423886
5/22/2019,30410.65,30675.1,30268.6,30526.8,224425509
5/23/2019,30962.8,31705,30292.35,30409.1,494083740
5/24/2019,30685.5,31275.4,30564.4,31212.55,282765890
5/27/2019,31234.9,31700.75,31142.5,31647.65,239161158
5/28/2019,31711.3,31712.4,31328.6,31597.9,297603975
5/29/2019,31459.25,31546.75,31257.9,31295.55,205161779
5/30/2019,31256.85,31619.25,31236.1,31537.1,202699071
5/31/2019,31678.9,31783.6,30623.05,31375.4,230847583
6/3/2019,31406.05,31674.6,31284.7,31653.65,160090476
6/4/2019,31532.9,31752.7,31512.95,31589.05,172424592
6/6/2019,31523.95,31541.5,30800.8,30857.4,283140588
6/7/2019,30943.15,31139.6,30627.05,31066.55,215267224
6/10/2019,31259.2,31367.4,30861.3,31034,208614002
6/11/2019,31172.25,31399.35,30973.35,31265.45,188115329
6/12/2019,31219.3,31222.3,30911.45,30965.7,143703508
6/13/2019,30876.75,31036.9,30638.25,30976.1,341891022
6/14/2019,30983.45,31032.65,30508.95,30614.35,255356460
6/17/2019,30652,30684.05,30249.4,30273.25,184466679
6/18/2019,30299.45,30550.65,30222.85,30351,241865592
6/19/2019,30526.5,30699.15,30242,30362.1,252889076
6/20/2019,30390.2,30824.55,30220.7,30781.1,293131675
6/21/2019,30804.95,30804.95,30541.5,30628.35,238841807
6/24/2019,30680.95,30783.65,30528,30602.05,165301524
6/25/2019,30567.65,30913.25,30451.4,30847.05,145143905
6/26/2019,30809.2,31202.7,30766.65,31162.35,-
6/27/2019,31192.1,31490.6,31158.8,31269.5,231102423
6/28/2019,31281,31308.9,31060.6,31105.2,223608802
7/1/2019,31271,31450.35,31246.45,31372.2,133169266
7/2/2019,31414.65,31431.35,31105.1,31283.3,233874612
7/3/2019,31347.7,31467.15,31238.5,31382.3,224146516
7/4/2019,31471,31608.35,31428.05,31471.85,242985504
7/5/2019,31523.05,31660.75,31323.25,31475.8,384291668
7/8/2019,31346.85,31370.4,30536.75,30603.85,390494875
7/9/2019,30533.4,30702.1,30346.7,30569.15,259250655
7/10/2019,30618.05,30728.35,30428.6,30522.1,184326854
7/11/2019,30707,30788.05,30565.35,30716.55,173564485
7/12/2019,30789.75,30870.95,30548.3,30601.45,156245254
7/15/2019,30688.85,30695.7,30334.2,30445.95,223023061
7/16/2019,30532.65,30635,30429.9,30570.8,369337661
7/17/2019,30622.25,30799.7,30568.3,30735.5,367511522
7/18/2019,30705.8,30769.35,30378.6,30430.6,352029779
7/19/2019,30515.1,30543.75,29705.75,29770.35,287392672
7/22/2019,29617.05,29635.15,29194.1,29284.95,350333275
7/23/2019,29342.45,29365.8,29078.15,29128.1,333503030
7/24/2019,29085.45,29252.4,28871,28952.25,244078618
7/25/2019,28981.05,29240.8,28931.05,29043.05,296560592
7/26/2019,29062.5,29379.1,28994.5,29325.3,383572807
7/29/2019,29583.45,29592.95,29104.85,29295.9,303508229
7/30/2019,29434.85,29530.3,28737.8,28791.6,301282413
7/31/2019,28575.45,28979.75,28529.75,28876,346506962
8/1/2019,28660.5,28819.7,28047.35,28367.25,282236909
8/2/2019,28224.25,28544.55,27936.35,28204.95,319929406
8/5/2019,27841.2,27866.55,27389.5,27648.05,334367503
8/6/2019,27518.5,28148.4,27503.9,28022.1,291001441
8/7/2019,28053.85,28175.55,27641.85,27702.05,353400945
8/8/2019,27840.1,28227.55,27531.05,28110.45,303596759
8/9/2019,28293.65,28602.75,28251.75,28431.9,336826632
8/13/2019,28356.8,28358.85,27683.5,27729.1,335809590
8/14/2019,27885.5,28107.05,27726.65,28019.2,290413445
8/16/2019,27920.3,28251.05,27720.95,28217,274020219
8/19/2019,28331.25,28468.9,28146.5,28186.1,241810912
8/20/2019,28163.55,28215.4,27839.65,27982.45,288236399
8/21/2019,28021,28098.9,27666.2,27719.05,358841104
8/22/2019,27690.05,27690.05,26975.55,27034.2,465070847
8/23/2019,26835.35,27207.3,26560.6,26958.65,485538647
8/26/2019,27663.95,27995.25,26859.35,27951.35,519219181
8/27/2019,28106.3,28277.7,27960.8,28126.15,386839458
8/28/2019,28080.25,28095.55,27634.65,27804.3,384111651
8/29/2019,27694.95,27719.05,27239.95,27305.2,377438481
8/30/2019,27407.9,27586.5,27121.95,27427.85,427077225
9/3/2019,27239.2,27247.05,26742.6,26824.15,392427883
9/4/2019,26785.95,27278.7,26641.35,27123.85,309520214
9/5/2019,27086.95,27243.95,26815.4,26919.7,327083693
9/6/2019,26986.5,27311.05,26950.55,27247.9,251986487
9/9/2019,27240.35,27565.55,26993.9,27504.65,286110458
9/11/2019,27639.05,27829.65,27551.65,27776.2,467414755
9/12/2019,27870.8,28062.3,27764.7,27818.5,377820739
9/13/2019,27772,28126.85,27573.45,28098.75,438497830
9/16/2019,27868,28066.7,27798.85,27855,234062573
9/17/2019,27765.1,27851.4,27047.95,27131.75,277762547
9/18/2019,27304.7,27414.45,27088.8,27172.65,307775512
9/19/2019,27175.45,27175.45,26643,26757.65,450436905
9/20/2019,26878.65,29418.95,26727.55,28981.55,844582360
9/23/2019,30039.4,30801.3,29776.3,30566.2,552171387
9/24/2019,30432,30668.1,29889.55,30183.1,348810197
9/25/2019,30029.05,30067.6,29470.1,29586.05,352814285
9/26/2019,29640.55,30718.35,29627,30002.6,540435004
9/27/2019,29974.95,30112.65,29711.35,29876.65,464096458
9/30/2019,29674.8,29754.4,28943.45,29103.15,580252025
10/1/2019,29226.15,29526.4,28077.35,28725.5,1187313940
10/3/2019,28606.7,28769.1,28240.8,28414.1,825756750
10/4/2019,28681.9,28730.3,27653.7,27731.85,732719135
10/7/2019,27909.9,28185.15,27568.35,27767.55,554307096
10/9/2019,27901.65,28857.7,27702.05,28785.85,574832720
10/10/2019,28542.95,28552.75,27914.15,28013.45,381151128
10/11/2019,28245.55,28604.05,27736.8,28042.5,558917279
10/14/2019,28238.5,28553.4,28043.25,28181.95,387660772
10/15/2019,28257.85,28694.85,28186.25,28555.1,350926458
10/16/2019,28689.45,28759.35,28305.4,28538.8,400383734
10/17/2019,28596.35,29049.05,28487.95,28989.45,617849861
10/18/2019,28954.8,29249.5,28864.1,29120.25,605170183
10/22/2019,29416.25,29690,29231.2,29411.15,582221306
10/23/2019,29478.85,29643.8,29214.05,29459.6,497765615
10/24/2019,29604.35,29693.25,28994.2,29107.95,439980796
10/25/2019,29228.65,29452.1,28923.8,29395.95,-
10/27/2019,29605.4,29644.45,29446.8,29516.3,110013856
10/29/2019,29527.6,29997.65,29385.45,29873.05,567556033
10/30/2019,30005.7,30151.1,29753,29987.5,448802636
10/31/2019,30168.65,30415.65,29987.15,30066.25,1186433992
11/1/2019,30196.15,30409,30028.9,30330.55,646745938
11/4/2019,30415.9,30607.05,30227.25,30333.1,613019002
11/5/2019,30403.25,30452.7,30091.35,30219.85,534711559
11/6/2019,30225.2,30699,30013.65,30609.6,403957809
11/7/2019,30722.6,30821.35,30462.55,30633.15,364819481
11/8/2019,30571.3,31108.4,30504.05,30749.4,620047286
11/11/2019,30664.65,31205.2,30625.8,31115.55,422777530
